ProductID,CategoryL1,CategoryL2,Tags,PopularityRank,PopularityScore,SavingAmount
P14866,Health,Medical Supplies,"customer favorite, easy to use, bestseller, collectible, smart device",17355,3.023698985749475e-08,3.0
P14867,Toys,Dolls,"for kids, modern design, essential item, gluten-free",22420,1.956500083705697e-08,5.71
P14868,Fashion,Jewelry,vegan friendly,28751,1.281888885193773e-08,3.62
P14869,Sports,Racquet Sports,easy to use,26313,1.490289985650471e-08,3.05
P14870,Fashion,Kids' Fashion,"for kids, gift idea, vintage style, gluten-free, new arrival",24996,1.626224604821951e-08,13.66
P14871,Automotive,Car Care,"collectible, eco-friendly, new arrival, for kids",3349,4.956837184722506e-07,5.2
P14872,Electronics,Cameras,organic certified,23710,1.779003338530407e-08,3.0
P14873,Automotive,Car Parts,"organic certified, wireless, for kids, gluten-free, essential item",21270,2.1397137229995227e-08,3.0
P14874,Books,Sci-Fi,"top rated, budget-friendly, imported",16681,3.234319095438715e-08,3.0
P14875,Grocery,Snacks,"locally sourced, organic certified, for adults, heavy-duty, new arrival",8175,1.0872544919013759e-07,11.99
P14876,Sports,Cycling,"for kids, gift idea",16309,3.360732448687542e-08,3.0
P14877,Fashion,Women's Apparel,limited edition,3665,4.252405200452525e-07,3.0
P14878,Beauty,Men's Grooming,organic certified,21547,2.0931619191838463e-08,3.57
P14879,Beauty,Makeup,"gift idea, vegan friendly, modern design, limited edition, customer favorite",29366,1.2365857977119346e-08,3.0
P14880,Sports,Racquet Sports,"locally sourced, smart device, gift idea, bestseller, for kids",5070,2.4493275868182273e-07,3.0
P14881,Home & Kitchen,Furniture,for adults,19213,2.5435986989773317e-08,7.05
P14882,Home & Kitchen,Appliances,"new arrival, heavy-duty, locally sourced",3980,3.696231657272398e-07,3.0
P14883,Automotive,Car Parts,"smart device, locally sourced",7346,1.3039887183263139e-07,10.63
P14884,Sports,Cycling,"durable, gluten-free, limited edition, imported, new arrival",6272,1.705965014054034e-07,3.98
P14885,Books,Sci-Fi,"vegan friendly, locally sourced, gift idea",15905,3.507140463236142e-08,3.0
P14886,Fashion,Footwear,"smart device, organic certified, vegan friendly",15754,3.5644782982960066e-08,3.09
P14887,Books,Mystery,smart device,1314,2.4319143981426957e-06,9.61
P14888,Automotive,Car Parts,"vegan friendly, smart device, top rated, durable",25633,1.5581216462839087e-08,17.68
P14889,Toys,Educational Toys,"limited edition, top rated, gift idea, wireless, heavy-duty",15746,3.5675575263364376e-08,8.82
P14890,Fashion,Men's Apparel,"gluten-free, bestseller",11457,6.125476140886578e-08,3.0
P14891,Beauty,Makeup,"essential item, new arrival",23468,1.8103021601211916e-08,3.0
P14892,Electronics,Wearables,"premium quality, gluten-free",18129,2.807532947708616e-08,5.97
P14893,Books,Sci-Fi,"locally sourced, on sale",13624,4.562916542528686e-08,3.0
P14894,Toys,Remote Control,"premium quality, gluten-free, bestseller, collectible",14115,4.296382160548654e-08,3.0
P14895,Health,Supplements,"limited edition, vegan friendly",8721,9.740869337454585e-08,25.0
P14896,Toys,Action Figures,"collectible, premium quality, handmade, locally sourced, vegan friendly",16031,3.460408426152241e-08,10.57
P14897,Health,Vitamins,"for kids, premium quality, organic certified",749,6.3232640076586304e-06,3.0
P14898,Sports,Water Sports,"for kids, durable, essential item, for adults",13676,4.533461670877381e-08,3.0
P14899,Toys,Educational Toys,smart device,14101,4.3036362151842136e-08,25.0
P14900,Home & Kitchen,Decor,"collectible, lightweight, new arrival, premium quality",29386,1.2351553920352584e-08,3.0
P14901,Electronics,Mobiles,"durable, locally sourced",1230,2.720957230852673e-06,6.82
P14902,Home & Kitchen,Cookware,smart device,11673,5.934036037517011e-08,3.0
P14903,Toys,Educational Toys,"for kids, organic certified",18478,2.7179844525274058e-08,3.0
P14904,Health,Medical Supplies,organic certified,14903,3.917374684137833e-08,5.67
P14905,Toys,Dolls,eco-friendly,12429,5.33358087975612e-08,3.0
P14906,Sports,Outdoor Equipment,"limited edition, bestseller",12373,5.374683350547964e-08,3.0
P14907,Books,Mystery,"essential item, top rated, heavy-duty, budget-friendly",7500,1.2587986169855597e-07,3.0
P14908,Grocery,Beverages,"modern design, on sale, essential item",3207,5.335709455402382e-07,4.11
P14909,Toys,Remote Control,"for kids, for adults, customer favorite",2233,9.873009971384998e-07,3.0
P14910,Fashion,Men's Apparel,"limited edition, vegan friendly, vintage style, premium quality, gift idea",23963,1.7471910070525823e-08,3.0
P14911,Electronics,Smart Home,top rated,28811,1.2773539040288046e-08,22.91
P14912,Grocery,Snacks,"bestseller, locally sourced, new arrival, organic certified, essential item",2531,7.979280973218316e-07,3.0
P14913,Health,Supplements,"vegan friendly, vintage style, new arrival",6107,1.785060503620364e-07,3.0
P14914,Automotive,Tools,new arrival,14750,3.986703802066558e-08,3.0
P14915,Health,Wellness Devices,"bestseller, imported, lightweight",17896,2.8699561024105818e-08,4.88
P14916,Sports,Team Sports Gear,"modern design, easy to use, new arrival",10507,7.096538447437256e-08,3.0
P14917,Toys,Board Games,"gift idea, limited edition, wireless",28737,1.2829507273259959e-08,3.0
P14918,Grocery,Beverages,"new arrival, locally sourced, for kids, bestseller",19317,2.5203621516382877e-08,3.13
P14919,Toys,Board Games,"locally sourced, bestseller, new arrival, vintage style, collectible",4898,2.5973380482233356e-07,6.58
P14920,Sports,Team Sports Gear,"essential item, modern design",27532,1.3798637683858537e-08,3.0
P14921,Sports,Racquet Sports,"easy to use, eco-friendly",29106,1.2554230909230482e-08,3.0
P14922,Books,Academic,organic certified,1018,3.753091756294867e-06,3.57
P14923,Grocery,Beverages,"limited edition, premium quality, handmade",27998,1.3410485139093692e-08,7.86
P14924,Fashion,Kids' Fashion,gift idea,5657,2.0331241590860188e-07,3.0
P14925,Books,Academic,"premium quality, vintage style, limited edition, easy to use, for adults",27622,1.3722293350091177e-08,3.0
P14926,Beauty,Fragrance,"on sale, customer favorite, vegan friendly, lightweight, top rated",17010,3.128693873198533e-08,3.0
P14927,Books,Non-Fiction,organic certified,27977,1.3427602059648153e-08,4.09
P14928,Home & Kitchen,Furniture,for adults,21322,2.1308501455326653e-08,3.08
P14929,Automotive,Tools,"top rated, lightweight",22988,1.875030706989238e-08,16.12
P14930,Fashion,Women's Apparel,"locally sourced, collectible",21741,2.0615089641013522e-08,3.0
P14931,Sports,Fitness Gear,"customer favorite, wireless, easy to use",20411,2.2950445713381584e-08,3.0
P14932,Books,Children's Books,"easy to use, durable, limited edition, customer favorite, gift idea",3262,5.183673969128045e-07,3.0
P14933,Books,Mystery,"customer favorite, durable, vintage style, easy to use, gift idea",5958,1.8616136588917048e-07,4.59
P14934,Sports,Water Sports,"new arrival, wireless, durable, organic certified, limited edition",16363,3.3418997913444716e-08,4.32
P14935,Automotive,Car Parts,"gift idea, vegan friendly, handmade, modern design, durable",8782,9.626126601295577e-08,3.96
P14936,Health,Supplements,"gluten-free, for kids, vintage style, wireless",4083,3.539121390190669e-07,4.03
P14937,Toys,Dolls,new arrival,8687,9.80577013284734e-08,3.0
P14938,Sports,Water Sports,"vintage style, durable, budget-friendly",23173,1.8496542729244297e-08,3.0
P14939,Toys,Dolls,premium quality,11813,5.814977760767277e-08,3.0
P14940,Grocery,Pantry Staples,"bestseller, locally sourced, vegan friendly",5974,1.8531455616457466e-07,3.0
P14941,Automotive,Tools,for kids,2315,9.285893806281064e-07,3.0
P14942,Sports,Racquet Sports,"limited edition, heavy-duty, new arrival, lightweight",3337,4.987177821042578e-07,5.45
P14943,Toys,Action Figures,"imported, new arrival",2192,1.018899784008036e-06,3.0
P14944,Electronics,Mobiles,"bestseller, customer favorite, durable",26492,1.4732122995022077e-08,3.41
P14945,Fashion,Women's Apparel,"on sale, smart device, heavy-duty, easy to use, bestseller",21376,2.1217072261138796e-08,3.0
P14946,Grocery,Pantry Staples,"limited edition, eco-friendly, imported",11411,6.167513456610589e-08,3.0
P14947,Beauty,Wellness,"smart device, modern design, heavy-duty",28166,1.3274788408721657e-08,17.48
P14948,Toys,Remote Control,"smart device, heavy-duty, durable, limited edition",7611,1.227748684749385e-07,3.0
P14949,Home & Kitchen,Decor,"gluten-free, vintage style",12320,5.4140492431271926e-08,3.0
P14950,Toys,Educational Toys,"essential item, top rated, wireless",11853,5.781656973869152e-08,3.0
P14951,Automotive,Accessories,"durable, heavy-duty",27611,1.3731588292858992e-08,10.97
P14952,Electronics,Smart Home,"organic certified, locally sourced, lightweight",22572,1.934155264336101e-08,4.57
P14953,Books,Mystery,budget-friendly,6585,1.5704191411576377e-07,3.0
P14954,Automotive,Tools,"modern design, organic certified",19237,2.538206303834994e-08,3.0
P14955,Toys,Board Games,"eco-friendly, limited edition",18080,2.820480363210883e-08,4.8
P14956,Beauty,Makeup,"for adults, organic certified",2196,1.0157467327157358e-06,3.0
P14957,Toys,Educational Toys,"vintage style, top rated, for kids, vegan friendly",17584,2.9570615019579805e-08,21.68
P14958,Automotive,Tools,"easy to use, top rated, on sale",22954,1.8797546310163224e-08,3.89
P14959,Sports,Racquet Sports,modern design,246,4.197306876122414e-05,6.11
P14960,Beauty,Fragrance,gluten-free,9208,8.88135800704761e-08,3.0
P14961,Fashion,Watches,budget-friendly,20744,2.2327656825848854e-08,3.0
P14962,Electronics,Wearables,"gift idea, imported, vegan friendly, organic certified, premium quality",7672,1.2111998120987028e-07,3.0
P14963,Sports,Fitness Gear,"premium quality, on sale, collectible, easy to use, for adults",26779,1.4464718990591655e-08,3.0
P14964,Automotive,Accessories,"lightweight, gluten-free",22519,1.9419003199831203e-08,3.0
P14965,Health,Medical Supplies,"premium quality, organic certified, wireless, heavy-duty, gluten-free",2404,8.709070720832084e-07,3.24
P14966,Automotive,Electronics for Cars,collectible,18616,2.6838211767734023e-08,3.0
P14967,Home & Kitchen,Lighting,"locally sourced, bestseller, vintage style, organic certified",9626,8.235736582205015e-08,3.0
P14968,Fashion,Women's Apparel,customer favorite,16199,3.3996206271682286e-08,3.0
P14969,Grocery,Snacks,"lightweight, for adults, handmade, gift idea",11167,6.398354926936502e-08,3.0
P14970,Health,Supplements,"limited edition, for adults, bestseller, lightweight, heavy-duty",16440,3.315334266448769e-08,6.96
P14971,Sports,Water Sports,"imported, heavy-duty",19309,2.522137587733202e-08,3.0
P14972,Fashion,Men's Apparel,"eco-friendly, locally sourced, lightweight, premium quality, gluten-free",2487,8.220752437243385e-07,9.01
P14973,Beauty,Skincare,"gift idea, eco-friendly, durable, vegan friendly",11060,6.503942438819989e-08,3.0
P14974,Home & Kitchen,Lighting,"eco-friendly, collectible, imported",22602,1.9297929916504325e-08,3.0
P14975,Health,Medical Supplies,"bestseller, heavy-duty",15578,3.6332101241236684e-08,5.79
P14976,Home & Kitchen,Decor,locally sourced,25632,1.5582249875357617e-08,8.32
P14977,Toys,Educational Toys,"for kids, bestseller, wireless, top rated",27942,1.3456207475921275e-08,3.0
P14978,Toys,Action Figures,"imported, handmade, lightweight, new arrival",20144,2.3469978575755155e-08,4.09
P14979,Health,Medical Supplies,durable,15108,3.8274413579877795e-08,3.0
P14980,Health,Medical Supplies,"heavy-duty, smart device",3170,5.442014054961719e-07,8.3
P14981,Home & Kitchen,Bedding,"locally sourced, for kids, organic certified, easy to use, bestseller",3600,4.383753781839671e-07,3.0
P14982,Home & Kitchen,Bedding,"organic certified, vegan friendly, gift idea, wireless",25658,1.5555416484242647e-08,6.21
P14983,Beauty,Makeup,"premium quality, organic certified, heavy-duty, easy to use, top rated",13168,4.8347799731122645e-08,4.04
P14984,Sports,Outdoor Equipment,for kids,6979,1.4226955323277925e-07,3.0
P14985,Health,Personal Care,"vintage style, smart device, locally sourced",2425,8.581247772790837e-07,14.64
P14986,Books,Non-Fiction,"lightweight, for kids, vintage style",23504,1.805591000716597e-08,3.0
P14987,Sports,Fitness Gear,"premium quality, vintage style, organic certified, budget-friendly, smart device",3555,4.4785051322991554e-07,3.0
P14988,Books,Non-Fiction,gift idea,17729,2.9160649766178914e-08,3.0
P14989,Beauty,Fragrance,"lightweight, for kids",20567,2.2655298732091687e-08,3.0
P14990,Automotive,Car Care,"new arrival, vintage style, on sale",28799,1.2782588597475336e-08,3.0
P14991,Health,Wellness Devices,"modern design, on sale",6727,1.5144815180535402e-07,3.0
P14992,Automotive,Car Care,"collectible, gluten-free, smart device",29571,1.2220477779564691e-08,3.0
P14993,Beauty,Men's Grooming,"lightweight, customer favorite",20534,2.271722904460266e-08,25.0
P14994,Grocery,Dairy & Eggs,"easy to use, durable, vegan friendly",22471,1.9489573049690146e-08,8.06
P14995,Books,Children's Books,modern design,20089,2.357931927044327e-08,3.0
P14996,Sports,Fitness Gear,"bestseller, eco-friendly, gift idea",18002,2.8412870854945793e-08,7.4
P14997,Health,Wellness Devices,"gift idea, locally sourced, imported, eco-friendly, heavy-duty",15333,3.732452368539303e-08,3.0
P14998,Books,Fiction,limited edition,27618,1.372567217277291e-08,3.0
P14999,Grocery,Pantry Staples,"bestseller, budget-friendly",19714,2.434688060927668e-08,3.0
P15000,Health,Wellness Devices,"handmade, wireless, limited edition, customer favorite",1038,3.630988754672309e-06,3.0
P15001,Electronics,Accessories,for kids,12153,5.541131520800833e-08,3.0
P15002,Toys,Educational Toys,"heavy-duty, essential item, on sale",14373,4.166100874413537e-08,7.81
P15003,Electronics,Laptops,"imported, heavy-duty, limited edition, smart device, customer favorite",26577,1.4652113661241615e-08,3.0
P15004,Grocery,Pantry Staples,"imported, eco-friendly",20100,2.3557386493907616e-08,3.0
P15005,Toys,Puzzles,customer favorite,23654,1.786169205587505e-08,3.0
P15006,Books,Fiction,"eco-friendly, for kids, collectible",27695,1.3660861136785871e-08,3.0
P15007,Beauty,Fragrance,"top rated, wireless, vegan friendly, essential item",13007,4.9369561114059604e-08,3.0
P15008,Books,Fiction,"top rated, heavy-duty, collectible",27735,1.3627384678069699e-08,3.0
P15009,Grocery,Dairy & Eggs,for kids,19665,2.4450102751763664e-08,4.77
P15010,Books,Academic,locally sourced,4029,3.6201373673404065e-07,7.78
P15011,Toys,Remote Control,"organic certified, for kids, vintage style, wireless, heavy-duty",15500,3.664346366822505e-08,8.3
P15012,Books,Academic,"easy to use, locally sourced, imported, heavy-duty, gift idea",25600,1.561537664115559e-08,3.0
P15013,Home & Kitchen,Bedding,customer favorite,10697,6.883590269261336e-08,3.94
P15014,Electronics,Laptops,"top rated, smart device, limited edition, for adults",9664,8.180759751182802e-08,3.0
P15015,Electronics,Laptops,"durable, customer favorite, premium quality, wireless, handmade",9920,7.825111998585099e-08,3.04
P15016,Electronics,Audio,"organic certified, vintage style, gift idea, bestseller",15335,3.7316248655222225e-08,8.97
P15017,Beauty,Fragrance,"locally sourced, top rated, smart device, for adults, easy to use",17819,2.891070934577356e-08,3.0
P15018,Grocery,Beverages,"on sale, essential item, locally sourced, modern design, lightweight",25970,1.523905689469852e-08,3.3
P15019,Books,Mystery,"premium quality, easy to use, gift idea",2497,8.164862639924069e-07,3.38
P15020,Grocery,Pantry Staples,"modern design, premium quality, organic certified, customer favorite, heavy-duty",13635,4.556660404320727e-08,3.0
P15021,Fashion,Footwear,"durable, eco-friendly, for adults, gluten-free, on sale",9605,8.266370703547149e-08,3.25
P15022,Grocery,Pantry Staples,"essential item, gift idea, vintage style",14990,3.8788021620577835e-08,3.0
P15023,Electronics,Accessories,"limited edition, bestseller, vintage style, eco-friendly, easy to use",15347,3.726665960685763e-08,3.26
P15024,Beauty,Wellness,"eco-friendly, premium quality, for adults, top rated, locally sourced",14452,4.127460112235911e-08,3.0
P15025,Sports,Team Sports Gear,gift idea,3668,4.2464943340873574e-07,3.0
P15026,Grocery,Organic Foods,"smart device, for adults",29173,1.2505254896316363e-08,25.0
P15027,Toys,Remote Control,vintage style,20601,2.2591771731776133e-08,5.36
P15028,Health,Supplements,"customer favorite, collectible, on sale, budget-friendly, heavy-duty",15495,3.6663567225327156e-08,11.38
P15029,Automotive,Car Care,"for kids, new arrival, on sale, vegan friendly, smart device",17211,3.0668322888345534e-08,3.42
P15030,Sports,Team Sports Gear,"on sale, lightweight, limited edition, budget-friendly",4472,3.031847505521945e-07,3.0
P15031,Grocery,Beverages,vintage style,9004,9.226140800308526e-08,5.93
P15032,Home & Kitchen,Furniture,"wireless, limited edition, bestseller, for kids",12677,5.157418470662987e-08,3.0
P15033,Toys,Action Figures,"wireless, for kids, handmade, limited edition, on sale",16116,3.4294388629507456e-08,3.0
P15034,Automotive,Accessories,"eco-friendly, customer favorite, new arrival, gluten-free, for kids",23774,1.7708695308023712e-08,6.24
P15035,Home & Kitchen,Cookware,"bestseller, premium quality",20032,2.3693492137535993e-08,5.68
P15036,Sports,Outdoor Equipment,"top rated, organic certified, durable, handmade, limited edition",25520,1.569868465691779e-08,3.0
P15037,Electronics,Mobiles,"gluten-free, eco-friendly, wireless, top rated",29292,1.2419012424429475e-08,3.0
P15038,Beauty,Makeup,imported,10493,7.112642180973744e-08,3.0
P15039,Toys,Puzzles,"locally sourced, customer favorite, essential item",13565,4.596706216193292e-08,13.0
P15040,Beauty,Wellness,easy to use,9362,8.634430980499903e-08,4.96
P15041,Beauty,Haircare,"easy to use, lightweight, vintage style, eco-friendly, essential item",24432,1.6905579849264695e-08,3.0
P15042,Sports,Team Sports Gear,"heavy-duty, for adults",22035,2.014968269940407e-08,25.0
P15043,Beauty,Skincare,"locally sourced, premium quality, essential item, for kids, durable",15638,3.60954408076639e-08,3.0
P15044,Electronics,Wearables,"durable, customer favorite, imported",7515,1.2545302290217093e-07,25.0
P15045,Health,Personal Care,imported,29077,1.2575524014154983e-08,3.0
P15046,Books,Sci-Fi,gift idea,10761,6.814138107120455e-08,9.24
P15047,Grocery,Frozen Foods,"locally sourced, collectible, organic certified, limited edition, customer favorite",22022,2.0169907928175717e-08,3.0
P15048,Books,Non-Fiction,"premium quality, collectible",26420,1.480043985085007e-08,3.88
P15049,Health,Vitamins,"new arrival, easy to use, organic certified, vegan friendly, vintage style",27752,1.3613196620453103e-08,3.6
P15050,Toys,Action Figures,gift idea,153,9.409899226681607e-05,3.0
P15051,Grocery,Beverages,"wireless, premium quality",28880,1.2721700989978249e-08,17.96
P15052,Sports,Fitness Gear,"durable, vegan friendly",7862,1.1618611703532974e-07,25.0
P15053,Home & Kitchen,Lighting,"on sale, easy to use, customer favorite, heavy-duty",26733,1.450705700502096e-08,3.0
P15054,Toys,Remote Control,"for adults, eco-friendly, essential item",23912,1.7535306906913163e-08,8.88
P15055,Toys,Puzzles,"wireless, top rated, premium quality",9624,8.238646343325322e-08,3.0
P15056,Electronics,Audio,"budget-friendly, bestseller, handmade",27880,1.350711809012376e-08,3.0
P15057,Health,Vitamins,"heavy-duty, gift idea, on sale, premium quality",29757,1.2090906378711243e-08,3.94
P15058,Grocery,Frozen Foods,"eco-friendly, for adults, organic certified",29436,1.231590852656187e-08,3.0
P15059,Grocery,Beverages,"collectible, modern design, top rated, imported, new arrival",23629,1.7893830656379165e-08,6.51
P15060,Electronics,Cameras,"smart device, organic certified",2314,9.292716799822169e-07,3.0
P15061,Beauty,Men's Grooming,"limited edition, vintage style, essential item",20205,2.3349648744480922e-08,3.0
P15062,Automotive,Electronics for Cars,"premium quality, handmade, for adults",4154,3.436903735491364e-07,6.27
P15063,Beauty,Makeup,for kids,25891,1.5318188265587987e-08,3.0
P15064,Health,Medical Supplies,"limited edition, collectible, for adults, locally sourced",261,3.7955222561590344e-05,6.37
P15065,Grocery,Frozen Foods,"bestseller, top rated, gift idea",1290,2.50933068500539e-06,6.73
P15066,Grocery,Organic Foods,"easy to use, wireless, customer favorite",3549,4.491384190572808e-07,4.25
P15067,Health,Supplements,"new arrival, budget-friendly, wireless",27561,1.3773964330764003e-08,23.51
P15068,Toys,Educational Toys,"budget-friendly, vintage style, customer favorite, eco-friendly",25333,1.589619367817595e-08,3.0
P15069,Health,Personal Care,"modern design, lightweight",22624,1.9266039140673466e-08,3.0
P15070,Health,Wellness Devices,"modern design, budget-friendly",2411,8.666128955341421e-07,3.0
P15071,Electronics,Audio,"customer favorite, for kids, lightweight, premium quality, eco-friendly",14491,4.108593728480914e-08,3.0
P15072,Sports,Fitness Gear,"new arrival, durable, for adults",24696,1.6599505739674642e-08,18.47
P15073,Automotive,Accessories,"for adults, locally sourced, vegan friendly",14840,3.9456882928704614e-08,3.0
P15074,Beauty,Men's Grooming,"on sale, smart device",29859,1.2020774906887056e-08,3.0
P15075,Health,Medical Supplies,imported,22716,1.9133580276564353e-08,5.36
P15076,Sports,Cycling,"handmade, new arrival",26147,1.5064101427546068e-08,14.38
P15077,Books,Comics,"for kids, eco-friendly, locally sourced",2562,7.815844164623692e-07,3.0
P15078,Automotive,Electronics for Cars,"heavy-duty, top rated, lightweight",8383,1.041792705872019e-07,3.0
P15079,Sports,Outdoor Equipment,"organic certified, easy to use, for adults, smart device",4346,3.1827892129140455e-07,3.0
P15080,Automotive,Car Care,"eco-friendly, premium quality",4042,3.600366227626086e-07,9.06
P15081,Automotive,Tools,"customer favorite, on sale, durable, essential item, for adults",29490,1.2277594668522397e-08,3.0
P15082,Automotive,Accessories,heavy-duty,13130,4.8585913261517456e-08,3.0
P15083,Health,Wellness Devices,"top rated, budget-friendly, bestseller, smart device",5226,2.3263358621015525e-07,3.0
P15084,Fashion,Watches,"eco-friendly, customer favorite, on sale",10834,6.736268537378966e-08,3.0
P15085,Electronics,Wearables,gift idea,19153,2.557159574289433e-08,3.0
P15086,Sports,Fitness Gear,"modern design, locally sourced, new arrival",7824,1.171470546331587e-07,3.0
P15087,Automotive,Tools,"premium quality, for kids",23923,1.7521602209962274e-08,25.0
P15088,Toys,Action Figures,"wireless, handmade, budget-friendly",15010,3.8700201658784147e-08,15.23
P15089,Beauty,Haircare,"gift idea, lightweight, handmade, durable, premium quality",23592,1.7941564619891976e-08,3.0
P15090,Grocery,Beverages,"top rated, durable, new arrival, gift idea",11838,5.7941166485482224e-08,17.43
P15091,Electronics,Wearables,"budget-friendly, vegan friendly, gift idea, lightweight, top rated",23435,1.8146378971485067e-08,3.0
P15092,Electronics,Cameras,"for kids, imported, lightweight, collectible",5086,2.436242975602132e-07,3.0
P15093,Automotive,Tools,"imported, handmade, durable, easy to use",21785,2.0544356640054265e-08,3.0
P15094,Grocery,Dairy & Eggs,"heavy-duty, smart device, for kids, customer favorite, vintage style",22211,1.987900368700557e-08,15.06
P15095,Electronics,Audio,"organic certified, customer favorite, vintage style, heavy-duty, imported",20568,2.265342624315455e-08,15.21
P15096,Grocery,Snacks,top rated,21759,2.0586106733586788e-08,3.02
P15097,Health,Supplements,"smart device, eco-friendly, budget-friendly",24404,1.693856742147486e-08,3.0
P15098,Grocery,Beverages,"gluten-free, for adults, organic certified",18234,2.7801042974577506e-08,7.96
P15099,Electronics,Cameras,"wireless, new arrival, bestseller, eco-friendly, vintage style",29909,1.1986632410530129e-08,3.0
P15100,Automotive,Electronics for Cars,"budget-friendly, wireless, premium quality, modern design",17248,3.055656564954362e-08,7.21
P15101,Books,Sci-Fi,"new arrival, for kids",17900,2.8688659250309972e-08,3.0
P15102,Grocery,Organic Foods,"customer favorite, essential item, wireless, vintage style, durable",20182,2.3394903693521107e-08,3.0
P15103,Electronics,Audio,"new arrival, gift idea, premium quality, gluten-free",27682,1.3671769114964386e-08,3.0
P15104,Home & Kitchen,Bedding,"organic certified, eco-friendly, smart device",12363,5.382076012673871e-08,8.91
P15105,Home & Kitchen,Bedding,"vegan friendly, top rated, easy to use, bestseller",7725,1.197107013164851e-07,3.0
P15106,Fashion,Women's Apparel,"lightweight, modern design",23015,1.8712927722810467e-08,3.0
P15107,Books,Comics,on sale,5630,2.0497275272804003e-07,4.15
P15108,Sports,Outdoor Equipment,wireless,3215,5.31315815395412e-07,3.0
P15109,Books,Fiction,"modern design, easy to use, gift idea, premium quality, new arrival",4522,2.975078683543236e-07,4.14
P15110,Grocery,Frozen Foods,"heavy-duty, for adults",24031,1.7387945528898793e-08,25.0
P15111,Fashion,Footwear,"for kids, gift idea, new arrival, smart device",12708,5.13604895230454e-08,3.0
P15112,Fashion,Women's Apparel,"customer favorite, eco-friendly, imported",17381,3.0160137252818735e-08,3.0
P15113,Home & Kitchen,Furniture,"for adults, customer favorite, limited edition",15492,3.6675637769208894e-08,3.0
P15114,Sports,Outdoor Equipment,"gift idea, lightweight, gluten-free, vegan friendly, on sale",8452,1.0273756651068555e-07,11.92
P15115,Fashion,Jewelry,"new arrival, for kids, collectible",3940,3.760250933567071e-07,10.23
P15116,Toys,Puzzles,handmade,19366,2.5095307875173466e-08,3.0
P15117,Automotive,Accessories,"organic certified, smart device, essential item, vegan friendly",2532,7.973924376649436e-07,3.0
P15118,Home & Kitchen,Storage,"customer favorite, handmade, new arrival",2681,7.23528797057848e-07,3.0
P15119,Toys,Dolls,essential item,4743,2.7432797200965946e-07,3.0
P15120,Automotive,Car Care,"locally sourced, customer favorite, smart device, gift idea, eco-friendly",17892,2.8710469378964103e-08,3.0
P15121,Home & Kitchen,Cookware,"heavy-duty, for kids",1338,2.358223766997341e-06,3.0
P15122,Electronics,Accessories,"customer favorite, lightweight, wireless",28465,1.3038612694175916e-08,4.87
P15123,Books,Comics,"top rated, locally sourced, customer favorite",19716,2.4342682168668595e-08,4.67
P15124,Home & Kitchen,Storage,"bestseller, limited edition",5343,2.2404002308516696e-07,3.0
P15125,Automotive,Car Parts,"premium quality, easy to use, collectible",13487,4.641991032060485e-08,3.0
P15126,Grocery,Frozen Foods,handmade,28082,1.3342362790938027e-08,21.03
P15127,Health,Wellness Devices,vintage style,801,5.641377051140405e-06,3.0
P15128,Grocery,Frozen Foods,"heavy-duty, easy to use, handmade, limited edition",17360,3.022218637222221e-08,5.99
P15129,Home & Kitchen,Bedding,"durable, budget-friendly, for kids, locally sourced, top rated",11043,6.520972702009865e-08,3.0
P15130,Grocery,Frozen Foods,"for adults, easy to use, for kids",2570,7.774529131064421e-07,3.09
P15131,Grocery,Organic Foods,"heavy-duty, on sale",15280,3.754487844951709e-08,3.0
P15132,Beauty,Men's Grooming,handmade,10580,7.013499490382909e-08,4.63
P15133,Electronics,Wearables,eco-friendly,29187,1.24950594292263e-08,3.0
P15134,Electronics,Cameras,"collectible, modern design, gift idea, essential item",20862,2.2113388965206602e-08,5.12
P15135,Health,Wellness Devices,"gift idea, for kids, vintage style",6157,1.7604870863575184e-07,3.0
P15136,Electronics,Accessories,"for kids, easy to use, for adults, wireless",15651,3.604448704652764e-08,3.0
P15137,Home & Kitchen,Cookware,"lightweight, on sale, for adults, gift idea, collectible",5613,2.0602922698803886e-07,3.0
P15138,Fashion,Footwear,on sale,20153,2.3452163136748754e-08,3.0
P15139,Fashion,Women's Apparel,"essential item, for kids, customer favorite, new arrival, premium quality",19832,2.410112590354251e-08,3.0
P15140,Fashion,Kids' Fashion,"lightweight, vegan friendly",19679,2.442053989079095e-08,3.0
P15141,Grocery,Beverages,"vegan friendly, limited edition",19690,2.4397351734411764e-08,3.0
P15142,Home & Kitchen,Decor,durable,1335,2.367239795820933e-06,3.0
P15143,Fashion,Watches,"modern design, heavy-duty",2365,8.954626133287765e-07,6.32
P15144,Grocery,Frozen Foods,"easy to use, gift idea, wireless, durable",7131,1.371527951562476e-07,3.0
P15145,Fashion,Jewelry,"smart device, new arrival, organic certified, premium quality, for kids",13581,4.587503738623955e-08,7.34
P15146,Grocery,Snacks,"handmade, locally sourced, for kids",23305,1.831879583836062e-08,6.79
P15147,Home & Kitchen,Lighting,"new arrival, for adults, budget-friendly, on sale",22650,1.9228457826620428e-08,3.0
P15148,Automotive,Accessories,for adults,15149,3.8098481246481855e-08,3.0
P15149,Toys,Educational Toys,"gluten-free, locally sourced",10233,7.422587891923202e-08,25.0
P15150,Books,Children's Books,for adults,3033,5.866476122044287e-07,3.0
